env_gate	0	0
suite_codegen	0	165
suite_agentic	0	15
execution_lane	0	15
corpus_tests	0	2
batch_verify	0	8
batch_check	0	0
ruff_src	1	0
ruff_all	1	0
mypy_src	1	0
mb_ruff_src	1	0
mb_ruff_tests	1	0
mb_mypy_src	1	1
ledger_paths	0	1
ledger_surface	0	0
ledger_groups	0	2
ledger_replace	0	694
proof_integrity	0	2
doc_distinct	0	0
scale	0	80
diff_check_cg	0	0
diff_check_mb	0	0
status_cg	0	0
status_mb	0	0
status_teax	0	0
