sysml-codegen	954dd13db46a55785d3fc1bec6a1fa5ea5f16b4c
agentic-mbse	3fbda2fbfa82f43d59b0262cedd7a7ae241f37d0
teax	fa0e06a99b070346e68a3b3c29cfec546f3ac728
